CityID,CityName,PlaceName,PlaceRating,DistFromCity,PlaceDesc
13,Shimla, 14. Himalayan Bird Park ,3.3, 2 km  from city center ," Walk through this park, to browse through a modest, yet colorful and vibrant collection of the Himachal state bird, the Monal Pheasant. "
13,Shimla, 17. Himachal State Museum ,3.3, 2 km  from city center ," The Himachal State Museum is located on the Mall Road and has unique collectibles like ancient coins, paintings and other handicraft items, the aesthetics of which are influenced by the Pahari form of art. "
13,Shimla, 18. Tara Devi Temple ,3.3, 6 km  from city center ," Dedicated to the Goddess of stars, the Tara Devi temple, is located on a mountain peak, with air of spirituality about it. There are a number of legends and tales to the origins of the temple, making it a simple yet subtly fascinating experience. "
13,Shimla, 19. Scandal point ,3.3, 0 km  from city center ," The Scandal Point is located on the Mall Road. It owes its interesting name to the fact that the King of Patiala abducted the daughter of the Viceroy, because he fell in love with her, from this very place. "
13,Shimla, 21. Theog ,3.5, 17 km  from city center ," A quiet escape, one of the less crowded attractions of the state, Theog in Himachal Pradesh, warmly wrapped in the arms of the mighty Himalayas, has everything a popular hill station can give you minus the tourist rush.  "
13,Shimla, 22. Shimla Reserve Forest Sanctuary ,3.3, 7 km  from city center ," Popularly for its rare variety of flora and fauna, this wildlife Sanctuary is a must-visit for all wildlife enthusiast. Animals such as jackals, barking deer, monkeys and leopards are commonly sighted here. "
13,Shimla, 23. Tattapani ,3.3, 22 km  from city center ," Literally meaning hot water in Hindi, Tattapani is a small village located 51km away from Shimla. This place is famous for hot water springs and the famous Shiva caves. "
13,Shimla, 24. Skiing in Kufri ,4.3, 9 km  from city center , Kufri tends to be a hub of much activity and enjoyment in winters. Skiing is a popular sport here and the town also hosts a winter sports festival in February. A number of setups here provide both training and facilities for skiing. 
13,Shimla, 26. Lakkar Bazar ,3.3, 0 km  from city center ," Shopping in Shimla revolves around the heart of the town- The Mall Road. One can shop for local handicrafts, shawls, woolens, exquisite jewelry etc. here. "
13,Shimla, 31. Gurudwara Sahib ,3.3, 0 km  from city center ," This Gurudwara was constructed in the year 1907, at Padhawa hills. It is a small construction but the exquisite details in the interiors of the structure make it a must-visit for devotees and tourists alike. "
13,Shimla, 33. Horse Riding ,3.3, 0 km  from city center ," Horse riding is a popular and much loved activity in both Shimla and Kufri. In Shimla, Horse Riding Options are generally available at the Ridge. "
13,Shimla, 35. Naggar Castle ,3.4, 112 km  from city center ," The Castle in Naggar is a medieval mansion of wood and stone that overlooks the beautiful valley of Kullu. Built-in 1460 A.D, the castle is a unique blend of the Western and Himalayan style of architecture. This property of Raja Sidh Singh was converted into a heritage hotel by the government in 1978.  "
13,Shimla, 37. Mashobra ,3.3, 6 km  from city center ," This is a small and relatively less explored town, at a distance of mere 10 km from main Shimla. Tourists come here to relax and unwind in the lap of nature where the richness in flora and fauna is in abundance. "
13,Shimla, 43. Wild Flower Hall Hotel ,3.3, 7 km  from city center ," Originally built as a residence of Lord Kitchener of Khartoum, this building is said to have been a favorite retreat of Lord Ripon. However, the building got burnt in 1993 and a new Wildflower building was built as a hotel there by joint venture between HP government and Oberoi group of Hotels. "
13,Shimla, 44. Retreat Building ,3.3, 7 km  from city center ," Located in Chharabara, just 10 km from Shimla, this is the official retreat residence for the President of India. It was built in 1850 and was part of the Viceroy of India property. The architectural pattern and the natural beauty of the place have made The Retreat a tourist attraction in Shimla. "
14,Ooty, 1. Nilgiri Mountain Railway ,4.5, 1 km  from city center ," Nilgiri Mountain Railway, also known as Toy Train in Ooty, is one of the key attractions of the popular hill station Ooty. Such is the train's popularity and history that it was declared as a World Heritage Site by UNESCO in 2005. "
14,Ooty, 2. Ooty Lake ,4.4, 1 km  from city center ," Ooty Lake lies at a distance of approximately 2 km from Ooty city in the green hills of the Nilgiris district. The stunning lake is spread over an area of 65 acres, and its foundation was laid down by John Sullivan who was the collector of Coimbatore in 1824.  "
14,Ooty, 3. Emerald Lake ,4.3, 12 km  from city center , Emerald lake is an exquisite lake in the upper plateau region of the Nilgiri hills. It is a part of the silent valley and is beside the Red hill nature resort which is a best picnic place of the region. 
14,Ooty, 4. Ooty Botanical Gardens ,4.3, 2 km  from city center , The botanical Gardens of Ooty are one of the most sought after and famous tourist destinations in the whole of India. It is located on the hillock of Ooty which is one of the most popular tourist destinations in India. 
14,Ooty, 5. Dolphin's Nose ,3.3, 15 km  from city center ," This is a unique natural site where a protruding rock looks like a dolphin's nose! Climbing up to the spot might require some effort, but it is totally worth it! From this point, one can catch the breathtaking view of the Catherine falls hundreds of meters below and also of the Coonoor stream meeting the Kotogiri stream. "
14,Ooty, 6. Ooty Rose Garden ,3.7, 2 km  from city center , Rose garden lies in the heart and soul of Ooty.The construction stays to be magnificent and there are small tunnels made wherein the roses are planted. 
14,Ooty, 7. Avalanche Lake ,3.5, 15 km  from city center ," The Avalanche Lake in the Nilgiris District of Tamil Nadu is a famous tourist spot. Especially renowned among nature enthusiasts and photographers, the lake is set amidst a captivating landscape which is filled with lovely flowers. The waterfalls that fall down the nearby mountains further add to the beauty of the place.  "
14,Ooty, 8. Doddabetta Peak ,3.5, 5 km  from city center ," Dodabetta, literally translating to mean - Big Peak, is located approximately 10 km away from Ooty. It towers to a staggering height of 8650 feet or 2,623 meters above the sea level and is the highest peak in the Nilgiri Hills. A treat to the eyes, this picturesque land is indeed a great sightseeing place.  "
14,Ooty, 9. St Stephen's Church ,3.0, 1 km  from city center , The St. Stephen's Church in Ooty is indeed a marvellous and breathtaking architectural marvel located on the road to Mysore in Ooty. It is one of the earliest churches that you will find in the Nilgiris district. The structure dates back to the 19th century and was built by the British government.  
14,Ooty, 10. Thread Garden ,3.6, 1 km  from city center ," The thread garden at Ooty is a popular tourist spot that exhibits some of the most magnificent and exquisite collection of artificial flowers and plants, all made by the expert hands of the skilful artists by using JUST thread. "
14,Ooty, 11. Trekking ,3.3, 0 km  from city center ," Ooty, once the summer capital of the British in India, is bestowed with the bounty of nature. A favorite sport of the area, trekking has gained admiration with the tourists in the recent years. "
14,Ooty," 12. Kalhatti Falls, Bellikkal ",3.8, 8 km  from city center , Kalhatti falls is called as 'Bird Watcher's Paradise' as it gives you a bird point view of the whole valley. The lovely beauty and calm atmosphere of the place makes it the best for spending vacations and for short trips. Elephants visit this lake frequently which becomes a great sight for the travelers.  
14,Ooty, 13. Tiger Hill ,3.3, 4 km  from city center , One of the most mesmerizing destinations in Ooty is the Tiger Hill. This exotic spot lies to the east of the hill station and towards the lower end of the Doddabetta peak. 
14,Ooty," 14. Kotagiri, Coonoor ",3.8, 17 km  from city center , This is one of the oldest hill stations of the Nilgiris. It is a village in the middle of mind blowing tea plantations. The lush green surrounding and extremely quaint atmosphere makes Coonoor an amazing place to visit. 
14,Ooty, 15. Kamraj Sagar Lake ,3.3, 6 km  from city center , Kamraj sagar lake is a dam and is located in the suburbs of Ooty. It is located far away at a distance between the woodlands and thus make an amazing picnic spot. 
14,Ooty, 16. Annamalai Temple ,3.3, 16 km  from city center ," Annamalai Temple is a situated about 20 km away from Ooty. This place has with time turned into as a famous temple of Lord Muruga, known as 7th Hill house of the lord. "
14,Ooty," 17. Droog Fort, Coonoor ",3.3, 16 km  from city center ," Droog Fort is located in the area surrounding Coonoor. A trekkers delight, one must undertake some by foot traveling to reach this destination. This old and worn out fort is located 6,000 ft above the plains. "
14,Ooty," 18. Lamb's Rock, Coonoor ",3.3, 12 km  from city center ," A popular picnic spot in the region, this place is consistently visited by tourists. The view from this spot is spectacular and a major crowd puller! It is possible to see the Coonoor stream some 5000 feet below. This vantage point also provides you with an excellent view of the Coimbatore plains. "
14,Ooty," 19. Simi's Park, Coonoor ",3.3, 13 km  from city center , An extremely pretty botanical garden - a rare but beautiful sight in the region - was developed back in 1874 by Mr. J.D. Sims and Major Murray. There is an annual fruit and vegetable show that is held in the park that is well attended. 
14,Ooty," 20. Catherine Falls, Coonoor ",3.3, 18 km  from city center ," Catherine Falls, also known as St. Catherine's Falls, is situated in the area that surrounds Coonoor. This magnificent waterfall falls from an impressive height of 250 feet. "
14,Ooty, 21. Upper Bhavani Lake ,3.0, 109 km  from city center ," The Upper Bhavani Lake is a mesmerising and breathtaking lake that is located above the Avalanche Area in the Nilgiri Hills. This beautiful lake, which was previously ignored and consequently unexplored, is now gaining some popularity and credit for its charming beauty and picturesque scenes.  "
14,Ooty," 22. Bison Valley, Bellikkal ",3.2, 9 km  from city center , Bison Valley gained its name from the Indian bison that roams throughout this area. Splendid views of the cardamom forests and momentous possible from this beautiful valley. 
14,Ooty, 23. Pykara Lake ,3.5, 12 km  from city center ," Pykara Lake has everything that a person on vacation can ask for, right from ambience and comfort to scenic beauty. Nature lovers, photographers and adventure seekers should definitely not miss out on this unique and fun-filled place.  "
15,Jaipur," 1. Amber Fort, Jaipur ",4.4, 10 km  from city center ," Cradled on the top of a hill near Jaipur lies the Amer Fort, one of the most magnificent palaces in India. Also commonly known as the Amber Fort, this majestic building is a part of an extensive complex. The massive fort can be explored in 2-3 hours. Audio guides are available explaining the history. Getting an elephant ride up the stairs to the Amber Fort is also a popular tourist activity.  A sound and light show is also held here every evening. "
15,Jaipur, 2. Experience the Village of Chokhi Dhani ,3.5, 17 km  from city center ," Chokhi Dhani is a luxury heritage resort synonymous with Rajasthani village culture. It is located a little on the outskirts of the city on Tonk Road. It is a true depiction of traditional Rajasthan with ancient artefacts, handicrafts, paintings, folklore and sculptures. The village offers myriad entertainment options- folk dances, singing, camel rides, puppet shows, fortune-tellers, acrobatics, predicting parrots, magic shows, horse riding. etc. It is also known for its traditional Rajasthani food. "
15,Jaipur, 3. City Palace ,4.5, 4 km  from city center ," The City Palace is the main palace from where the Maharaja Sawai Jai Singh reigned. The palace includes the Chandra Mahan and Mubarak Mahal along with various other buildings within the complex. It is located towards the north-eastern side of Jaipur.  The palace is divided into a series of courtyards, buildings and gardens. There is a museum that showcases various unique handcrafted products and other things that belong to the royal heritage of the City Palace.  "
15,Jaipur, 4. Hawa Mahal ,4.5, 4 km  from city center ," The Hawa Mahal stands at the intersection of the main road in Jaipur, Badi Chaupad. It is regarded as the signature building of Jaipur. From within, the Hawa Mahal palace is based on five floors each of which has a uniquely decorated chamber.  The top of the palace offers a brilliant view of the City Palace, Jantar Mantar and the ever-busy Siredeori Bazar. There is a small museum as well which holds some rich relics and miniature paintings. "
15,Jaipur, 5. Witness the Magic of Jantar Mantar ,4.4, 4 km  from city center ," Jantar Mantar in Jaipur is the largest stone astronomical observatory in the world. It is located just next to the City Palace. Built during the period between 1727 and 1733, the Jantar Mantar is still in a running condition and it stands as a witness regarding the wisdom of former age. The world's largest sundial is also situated here. A light and sound is conducted here every evening. "
15,Jaipur, 6. Nahargarh Fort ,4.3, 4 km  from city center ," Nahargarh Fort, situated on the outskirts of Jaipur,  is known for breathtaking views of the city and its extended wall that connects it to Jaigarh Fort. Embellished with delicate carvings and stonework, it is an impregnable structure and together with its two neighbouring forts - Amer and Jaigarh once stood as the strong defence of Jaipur city. The Padao Restaurant is also a must-visit if you're near Nahargarh Fort from where you're sure to enjoy a panoramic view of the city of Jaipur. "
15,Jaipur, 7. Explore collections at Albert Hall Museum ,4.4, 3 km  from city center ," Situated in the Ram Niwas Garden, Albert Hall Museum is one of the oldest museums of Rajasthan. It has a rich collection of various kinds of items such as paintings, carpets, ivory, stone, metal sculptures, colourful crystal works etc. The museum looks stunning with yellow lights at night. "
15,Jaipur, 8. Birla Temple ,4.4, 4 km  from city center ," Located on an elevated ground at the base of Moti Dungri hill, the Birla Temple of Jaipur is dedicated to Lord Vishnu (Narayan), the preserver and his consort Lakshmi, the Goddess of wealth. It is also known as the Lakshmi Narayanan Temple and forms a part of one of the several Birla temples located all around the country.  "
15,Jaipur, 10. Take a tour of Jaigarh Fort ,4.4, 10 km  from city center ," Jaigarh Fort is a grand structure perched on the top of the 'Cheel ka teela' hills designed by a talented architect called Vidhyadhar. The fort reflects the city's prosperous past and is named after the ruler who got it built, Sawai Jai Singh II. It is connected to Amer Fort through subterranean passages. The fort currently houses the world's largest cannon on wheels - 'Jaivana' and offers a magnificent view of Jaipur city. "
15,Jaipur, 12. Galtaji Temple ,3.9, 7 km  from city center ," Located in the City Palace complex, Galtaji Temple is a prehistoric Hindu pilgrimage site. Outlined by the striking Aravalli hills, the vast temple complex consists of several shrines, holy kunds, pavilions and natural springs. The walls of this temple are beautifully adorned with carvings and paintings and it is designed to resemble a grand haveli. "
15,Jaipur, 13. Click Pictures near the Peaceful Jal Mahal ,3.9, 7 km  from city center ," Jal Mahal is one of the most photographed monuments in India. It is located in the centre of Man Sagar Lake. The most striking feature of this palace is that while only one storey appears above the water level, there are in fact 4 storeys submerged underneath. The entry inside the fort is prohibited, but the view from a considerable distance while boating is breathtaking. "
15,Jaipur, 16. Pink City ,4.3, 3 km  from city center ," Pink City in Jaipur refers to the old walled city that was built in the year 1727 by Maharaja Jai Singh II. A number of important structures such as Badi Chaupar, Jantar Mantar and City Palace are situated in this part of the city along with Bapu Bazaar and Johri Bazaar. The city is known as 'Pink City' as it is built out of Sandstone and reflects the colour pink in the daytime. "
15,Jaipur, 24. Govind Ji Temple ,4.0, 4 km  from city center ," For Krishna followers, this is the most significant temple in the world after Vrindavan. It is believed that the statue of the deity here looks exactly like Krishna's form during his incarnation of Earth. "
15,Jaipur, 25. Moti Dungri Temple ,3.4, 4 km  from city center ," Moti Dungri Temple in Jaipur is located on a small hillock and is bordered by Moti Dungri Fort. In spite of being a cultural landmark, Moti Dungri Fort cannot be viewed by the public as it is privately owned. The temple is dedicated to Lord Ganesha and houses the idol of deity that is purportedly 500 years. "
15,Jaipur, 28. Ram Niwas Garden ,3.4, 3 km  from city center ," Ram Niwas Garden is a royal garden built in 1868 by Maharaja Sawai Ram Singh. A historical landmark, the Albert Hall Museum is located here. Explore the lush green landscaped gardens and or visit the theatre, the Bird Park, the Zoo or the Art Gallery. There are also several cafes located nearby. "
15,Jaipur, 30. Abhaneri step well ,3.7, 82 km  from city center ," Located around 20 km from Jaipur, Abhaneri Stepwell is one of the largest stepwells and most intricate pieces of architecture in Rajasthan. Also, known as Chand Baori, the geometry of the stepwell is mesmerising. The Step Well is deep with 3,500 steps going down to nearly 20 meters to the base and has 13 floors in between. "
15,Jaipur, 31. Shopping at Bapu Bazar ,3.4, 4 km  from city center ," Situated in the heart of the Pink city between Sanganer Gate and New Gate, Bapu Bazaar is known for its alluring Rajasthani quintessential products including textiles, handicrafts, brass works and precious stones. It is one of the most famous markets of the city for buying traditional Jutis, Bangles, Dupattas, Sarees, Scarves etc.  "
15,Jaipur, 35. Swaminarayan Temple ,3.4, 5 km  from city center ," Dedicated to the Hindu God, Narayan Akshardham Temple is known for its beautiful architecture, magnificent idols, sculptures, and carvings. The lush green surroundings add to its beauty and serenity. "
15,Jaipur, 37. Chand Pol ,3.4, 4 km  from city center ," One of the finest specimens of Rajput architecture in Jaipur, Chand Pol offers spectacular views of the famed old bazaar and glimpses of the Rajasthani culture. "
15,Jaipur, 38. Anokhi Museum of handpainting ,3.4, 11 km  from city center ," The Anokhi Foundation aims to preserve the centuries old customs and traditions of the artisans in Jaipur. the foundation has been running a museum, Anokhi Museum of Handmade Paintings, where it exhibits various artifacts in relation to the hand and block printing. "
15,Jaipur, 39. Chand Baori ,3.9, 219 km  from city center , Chand Baori is a major tourist attraction site in Abhaneri village and is a very big step well with flights of steps on the three sides that lead to the water reserve. 
16,Kodaikanal, 1. Green Valley View (Suicide Point) ,3.6, 3 km  from city center ," Green Valley View, or the otherwise known Suicide Point, is a magnificent spot in Kodaikanal, popular mainly for its enroute fun. One must walk through misty woodlands and panoramic walks to reach this heaven like spot. "
16,Kodaikanal, 2. Kodai Lake ,3.6, 1 km  from city center ," Kodaikanal Lake that lays in the heart of Kodaikanal, is a star-shaped man-made lake that is draped on an area of 60 acres. Boating, horse riding, cycling and angling are a few of the adventure activities tourists can appease themselves with, near the lake. "
16,Kodaikanal, 3. Bear Shola Falls ,4.2, 1 km  from city center ," Located at a mere distance of 2 kilometres from the Kodaikanal Lake, the Bear Shola Falls is a popular picnic spot in the region. This cascade is a seasonal attraction that comes to life in its fullest during the monsoons. An interesting legend behind the unique name of this place is that it was a favourite haunt of a bear who used to frequent this water body to drink water, hence imparting it the name Bear Shola Falls.  "
16,Kodaikanal, 4. Dolphin's Nose ,3.2, 3 km  from city center ," The Dolphin's Nose viewpoint in Kodaikanal is based on a flat, protruding piece of rock that is shaped like a dolphin's nose. This forms a visible cliff at the height of 6,600 feet, where you can experience Kodaikanal at its best - plunging valleys, rugged terrain, clear skies, and the splendor of green. "
16,Kodaikanal, 5. Pillar Rocks ,3.6, 3 km  from city center ," The famous Pillars Rocks of Kodaikanal are located around 8 km from the lake and are an exquisite picnic spot. Constituting of a beautiful mini garden, the place is so named as it has three vertically positioned boulders reaching up to a height of 400 feet. "
16,Kodaikanal, 6. Thalaiyar Falls ,4.2, 12 km  from city center ," Also known as Rat Tail Falls, Thalaiyar Falls is located in the lush green slopes of Palani Hill ranges in the Dindigul District, in Kodaikanal. With a height of 297m, it is the highest waterfall in Tamil Nadu, the sixth highest waterfall in India. There is a view tower in the park at the Dum Dum Rock, from where you can get a beautiful view of the falls and the Manjalar Dam. There is a hiking route near the waterfall. "
16,Kodaikanal, 9. Devil's Kitchen ,3.5, 4 km  from city center ," A natural and unique heritage site also known as the Devil's Kitchen, the Guna Caves are situated on the outskirts of Kodaikanal, which can be reached from the Moir Point. This place was earlier not very famous and was visited only by hikers. However, it got famous after a Tamil movie with the name 'Guna' was shot here in 1992. This is a group of caverns located amidst the three huge boulders known as Pillar Rocks. In addition to being a great location for photography, the gorge also remains filled with thick clouds in the monsoon and winter seasons. To reach the hilltop, visitors need to walk 400 meters from the main entrance.  "
16,Kodaikanal, 10. Coakers Walk ,4.3, 1 km  from city center ," Coakers Walk is a beautiful man-made one-kilometre-long walking plaza built on the mountains in the mesmerizing city of Kodaikanal. The lovely path of Coakers Walk that curves by the edge of the gorgeous mountain have been constructed mainly for morning and evening walks. One can also choose to ride a bicycle to explore the scenic location. . It costs INR 30 per hour for adults and INR 20 per hour for children. The sight is breathtakingly beautiful, and it almost makes one feel like they are walking in the clouds. "
16,Kodaikanal, 11. Berijam Lake ,4.3, 12 km  from city center ," Berijam Lake is a quaint reservoir located 22 km from Kodaikanal main stand. With several activities like fishing, safari tours and bird watching, the lake is nature's unhindered beauty in the midst of a forest conservation area. The lake also facilitates the habitat of many animals such as Bison, Indian Elephant, Nilgiri Langur and Deer, and if you're lucky, you will also be able to catch a glimpse of these majestic creatures. Boating has been banned in the lake to preserve the natural freshwater. 
 "
16,Kodaikanal, 12. Kodai-Palani Trek ,3.5, 16 km  from city center ," Known as the Princess of Hill Stations, Kodaikanal is a popular destination for those seeking adventure. The town of Kodaikanal is established on a plateau above the southern escarpment of the Upper Palani Hills at a height of 6, 998 ft. "
16,Kodaikanal, 13. Trekking ,3.2, 32 km  from city center ," A trekkers delight, Kodaikanal has some exquisite locations to offer to both the professional trekkers and the novice ones. Trekking routes with varying difficulty levels are present and a tourist can select the route according to the fitness, time factor and one's trekking ability. "
16,Kodaikanal, 14. Bryant Park ,3.2, 1 km  from city center ," One of the most popular botanical gardens in Kodaikanal, the Brayant Park is known for its fauna, rafts and hybrids. The best time to visit this marvelous park is during the annual horticulture show that is held during the month of May. "
16,Kodaikanal, 15. Silver Cascade Falls ,3.7, 2 km  from city center ," Just 8 km from Kodaikanal town, is the scenic Silver Cascade Falls, known for its celestial and exquisite flow of silvery waters. It is a delight to see the  pure crystalline water flowing down from a 180 ft tall cliff. "
16,Kodaikanal, 16. Silent Valley View ,3.2, 5 km  from city center , Silent Valley View is located in close proximity to the Pillar rock garden in Kodaikanal. The point is famous for proffering some astounding and stunning views of the Silent Valley. 
16,Kodaikanal, 17. Kurinji Temple ,3.2, 2 km  from city center ," Kurunji Temple is mainly dedicated to Lord Murugu and is dexterously based at a distance of 3 km from the lake. Providing delightful views of small villages, Palani Hills and Northern plains, and carrots plantation on the terraced slopes, the temple is also associated with the Kurunji Flower which blooms once in 12 years carpeting the whole area with purple flowers. "
16,Kodaikanal, 18. Kodaikanal Solar Observatory ,3.7, 3 km  from city center ," Established in the year 1899, the Kodaikanal Observatory is a part of the Indian Institute of Astrophysics and was earlier known as Solar Physics Observatory. "
16,Kodaikanal, 20. Subrahmanya Temple (Kartikeya Temple) ,3.2, 54 km  from city center ," At a distance of 65 km from Kodaikanal lies the holy Subramanya temple, also known as Kartikeya Temple. Dedicated to Lord Subramanya, the temple is located at a height of 135 meters and the pilgrim needs to undertake a 659 step climb to reach the temple. "
17,Varanasi, 1. Kashi Vishwanath Temple ,4.4, 4 km  from city center ," Kashi Vishwanath Temple is regarded as one of the most popular Hindu temple dedicated to Lord Shiva. Located in the heart of Varanasi, the temple is a core of faith for millions of Hindus.  "
17,Varanasi, 3. Dashashwamedh Ghat ,3.6, 4 km  from city center ," As the name suggests, it is believed that this is the place where Lord Brahma performed the Dasa Ashwamedha sacrifice. This ghat is a religious spot and many rituals are performed here. "
17,Varanasi, 4. Sankat Mochan Hanuman Temple ,3.6, 4 km  from city center , The Sankat Mochan Hanuman Temple is situated by the River Assi and was built in the 1900s by the freedom fighter Pandit Madan Mohan Malviya. It is dedicated to Lord Rama and Hanuman. 
17,Varanasi, 5. Assi Ghat ,4.3, 5 km  from city center , The Asi Ghat is placed at the confluence of the Rivers Assi and Ganga and is famous for the large Shiva Lingam installed under a peepal tree. It has immense religious importance and has been mentioned in the Puranas and in various legends as well. 
17,Varanasi," 7. New Vishwanath Temple, BHU ",4.3, 6 km  from city center ," Situated within the campus of the Banaras Hindu University (BHU), this temple is dedicated to Lord Shiva along with the sculptures of multiple Hindu Gods and Goddesses. "
17,Varanasi, 8. Tulsi Manasa Temple ,3.6, 4 km  from city center ," Constructed in 1964, this temple is dedicated to Lord Rama and is named after the saint poet Tulsi Das. It displays the Shikhara style of architecture and exhibits various inscriptions from the Ram Charit Manas on the walls of the temple. "
17,Varanasi, 9. Durga Temple ,3.6, 4 km  from city center ," Located near the Durga Ghat on the bank of the River Ganga, Durga Temple was built in the 18th century. It houses an imposing idol of Goddess Durga and is one of the main temples in Varanasi. "
18,Mumbai, 1. Elephanta Caves ,4.3, 14 km  from city center ," An UNESCO World Heritage Site, Elephanta Caves is a specimen of rock cut art and architecture from the times of medieval India. It is an island and is located at a distance of 11km from the city of Mumbai. It also provides an amazing view of the Mumbai skyline.  "
18,Mumbai, 2. Walk at Marine drive ,4.5, 16 km  from city center ," Starting from the north of Nariman Point and ending at the famous Chowpatty beach, the Marine Drive is a 3km long arc shaped road along the sea coast of South Mumbai. The coast lines the Arabian sea and is the best place to watch the sunset in Mumbai.  "
18,Mumbai, 3. Picnic at Juhu Beach ,4.4, 8 km  from city center ," The most popular beach in Mumbai, Juhu beach is located close to Andheri and was once quite a beautiful beach. However, with so many tourists coming in here, the place has become dirty and water is also not clean because of affluents from nearby factories and industries. "
18,Mumbai, 4. Shopping at Colaba Causeway ,4.3, 18 km  from city center ," One of the most crowded and electrifying places to visit in Mumbai is the Colaba Causeway, famous for being a shopping paradise and having endless shops to choose from. It has a charm about it, which will suck you into its world of colourful shops and old-world cafes like a magnet. "
18,Mumbai, 5. Stroll around Gateway of India ,4.4, 18 km  from city center ," One of the most distinguished monument in Mumbai, The Gateway of India was built in 1924. Now it has become a popular tourist hub in the city. Located at Apollo Bunder Waterfront, the monument overlooks the Arabian Sea in the most beautiful way.  "
18,Mumbai, 6. Bollywood Tour at Film City ,3.8, 10 km  from city center , Indian Film Industry accounts as one of the largest in the world and Film City serves as an essential part of it. It is a place where it is difficult to differentiate between the reality and fakeness.  
18,Mumbai, 8. Hanging Gardens ,3.8, 15 km  from city center ," Marked by bushes trimmed into shapes of various animals and proximity to the Arabian Sea are the Hanging Gardens, opposite the Kamla Nehru park. Spend a relaxed evening here, enjoying the sunset, especially if you are with kids. "
18,Mumbai, 9. Prince of Wales Museum ,4.3, 17 km  from city center ," The Prince of Wales Museum is regarded as one of the heritage buildings of Mumbai owing to its splendid architecture. The museum comprises of a plethora of ancient, exquisite artefacts relating to the rich and diverse history of India. "
18,Mumbai, 10. Mumbai Zoo ,3.8, 12 km  from city center ," Popularly known as Veermata Jijabai Udhyan, the zoo is the best way to spend family holidays amidst a vast variety of birds & animals. "
18,Mumbai, 11. Enjoy Rides at Essel World ,3.6, 19 km  from city center ," Located on the edge of northern suburbs, Mumbai's favourite adventure and water park, Essel World and Water Kingdom are probably the best themed park and water park in India. During the hot and humid summer or Mumbai, a lot of locals and tourists throng Water Kingdom. "
18,Mumbai, 13. Wildlife Safari at Sanjay Gandhi National park ,3.8, 15 km  from city center ," This is a wildlife sanctuary and a habitat to abundance of flora and fauna, in the midst of a busy Mumbai. Famed to be one the most liked national parks, one can also enjoy a train ride through this one.



One can spot here Leopards, Macaques, Boars, Lions, Flying fox, Kingfisher, Sunbird and many more. A must visit attraction of the city, the park is also known for a huge population and variety of butterflies. "
18,Mumbai, 14. Pray at Siddhivinayak Temple ,4.3, 8 km  from city center ," Located in Prabhadevi, Siddhivinayak is a Lord Ganesha temple, one of the most significant and frequented temples in Mumbai. Visitors visit this temple in large numbers on daily basis. It is one of the richest temples in Mumbai. The wooden doors to the sanctum are carved with images of the Lord. The inner roof which is plated with gold has the central sculpture of Ganesha. "
18,Mumbai, 15. National gallery of Modern Art ,3.8, 17 km  from city center ," Situated in Colaba, Southern Mumbai, the National Gallery of Modern Art was established in 1996, with an objective to promote modern trends in the Indian culture. Initially a concert venue, the structure was later converted into an art gallery in 1954. The gallery boasts of its display of artworks from Indian as well as international artists ranging from M.F. Hussain, F.N. Souza, Amrita Shergil, Gaganendranath Tagore to Picasso. "
18,Mumbai, 16. Sunset at Haji Ali Dargah ,4.3, 13 km  from city center ," Situated at the backdrop of a beautiful view of the sea is the shrine of Haji Ali, a wealthy merchant turned into Muslim Sufi. People from all walks of life and religions come here to seek blessings. "
18,Mumbai, 17. Shopping at Fashion Street ,3.8, 16 km  from city center ," One of the favourite shopping hubs for the people of Mumbai especially the students, the place offers some of the trendiest and latest fashion clothes.  "
18,Mumbai, 18. Drive Through Bandra Worli Sea Link ,4.4, 9 km  from city center ," Spanning across the arc of Mumbai coastline, this is an eight-lane cable-stayed bridge in Mumbai. Officially known as Rajiv Gandhi Sea Link, it is a civil engineering wonder that reflects the modern infrastructure of the city of Mumbai. "
18,Mumbai, 19. Marvel at the Victoria Terminus ,4.4, 15 km  from city center ," Also known as Chhatrapati Shivaji Maharaj Terminus, the Victoria Terminus is the main railway station serving Mumbai. Constructed in the Victorian-Gothic style of architecture, the railway station is a declared as a World Heritage Site by the UNESCO. The station is one of the most famous historic landmark symbolizing the pre-independence British Raj in India. "
18,Mumbai, 20. Kamla Nehru park ,3.8, 16 km  from city center ," Named after the first wife of the late Prime Minister of India, Sri Pandit Jawaharlal Nehru, it is family spot for outings. Enjoy the view of Marine drive and the Chowpatty beach from here. "
18,Mumbai, 22. ISKCON Temple ,3.3, 7 km  from city center ," Iskcon temple is a spiritual getaway from all the hustle and bustle of the city. A temple clad in marble and glass, Iskcon has an impressive architecture and promises to give a peaceful and tranquil experience. The complex also has a research and education centre conducting daily seminars and preaching on Vedic writings and an impressive library inside the compound. "
18,Mumbai, 23. Gorakhgad Trek ,3.5, 70 km  from city center , Gorakhgad is a hill fort in Maharashtra. Gorakhgad and Machindragad are twin forts in the Thane district of Maharashtra. Gorakhgad is situated at an elevation higher than its twin fort. 
18,Mumbai, 24. Kanheri caves ,3.8, 15 km  from city center ," Located in the Sanjay Gandhi National Park, the Kanheri Caves in Mumbai is a group of alcoves and rock-cut monuments that illustrate the Buddhist influence on the Indian art and culture. The caves are famous for its 109 special entrances and ancient sculptures, carvings, paintings and inscriptions dating from the 1st century to the 10th century. "
